mmsi,vessel_name,timestamp,latitude,longitude,sog,cog,heading
419000003,MV NORTHERN TRADER,2026-08-20 16:15:00+00:00,-17.96827,147.941673,8.27,103.6,103.6
419000003,MV NORTHERN TRADER,2026-08-20 16:20:00+00:00,-17.967135,147.946179,9.18,102.3,102.3
419000003,MV NORTHERN TRADER,2026-08-20 16:25:00+00:00,-17.97254,147.944237,8.46,102.2,102.2
419000003,MV NORTHERN TRADER,2026-08-20 16:30:00+00:00,-17.968625,147.950169,8.58,99.5,99.5
419000003,MV NORTHERN TRADER,2026-08-20 16:35:00+00:00,-17.969598,147.951086,9.12,99.4,99.4
419000003,MV NORTHERN TRADER,2026-08-20 16:40:00+00:00,-17.967769,147.947928,8.79,99.2,99.2
419000003,MV NORTHERN TRADER,2026-08-20 16:45:00+00:00,-17.971269,147.952884,8.11,103.8,103.8
419000003,MV NORTHERN TRADER,2026-08-20 16:50:00+00:00,-17.970187,147.952378,8.69,106.9,106.9
419000003,MV NORTHERN TRADER,2026-08-20 16:55:00+00:00,-17.972073,147.955427,9.22,105.3,105.3
419000003,MV NORTHERN TRADER,2026-08-20 17:00:00+00:00,-17.973819,147.956887,9.12,100.0,100.0
419000003,MV NORTHERN TRADER,2026-08-20 17:05:00+00:00,-17.973786,147.958222,8.36,100.6,100.6
419000003,MV NORTHERN TRADER,2026-08-20 17:10:00+00:00,-17.97121,147.959396,9.73,101.2,101.2
419000003,MV NORTHERN TRADER,2026-08-20 17:15:00+00:00,-17.973099,147.960563,8.69,103.9,103.9
419000003,MV NORTHERN TRADER,2026-08-20 17:20:00+00:00,-17.972185,147.961226,9.68,101.8,101.8
419000003,MV NORTHERN TRADER,2026-08-20 17:25:00+00:00,-17.974559,147.960028,10.27,107.9,107.9
419000003,MV NORTHERN TRADER,2026-08-20 17:30:00+00:00,-17.97402,147.962167,8.86,102.1,102.1
419000004,MV SILVER TIDE,2026-08-20 12:30:00+00:00,-18.425913,147.868718,8.26,294.9,294.9
419000004,MV SILVER TIDE,2026-08-20 12:35:00+00:00,-18.423412,147.86078,8.09,299.3,299.3
419000004,MV SILVER TIDE,2026-08-20 12:40:00+00:00,-18.417572,147.849073,7.13,295.0,295.0
419000004,MV SILVER TIDE,2026-08-20 12:45:00+00:00,-18.412621,147.838208,7.91,298.7,298.7
419000004,MV SILVER TIDE,2026-08-20 12:50:00+00:00,-18.406311,147.826683,8.16,294.9,294.9
419000004,MV SILVER TIDE,2026-08-20 12:55:00+00:00,-18.405481,147.81799,7.84,296.8,296.8
419000004,MV SILVER TIDE,2026-08-20 13:00:00+00:00,-18.402327,147.807201,7.83,290.5,290.5
419000004,MV SILVER TIDE,2026-08-20 13:05:00+00:00,-18.395872,147.794291,8.24,288.3,288.3
419000004,MV SILVER TIDE,2026-08-20 13:10:00+00:00,-18.3922,147.782559,8.14,295.5,295.5
419000004,MV SILVER TIDE,2026-08-20 13:15:00+00:00,-18.388188,147.773819,8.17,295.7,295.7
419000004,MV SILVER TIDE,2026-08-20 13:20:00+00:00,-18.379717,147.765773,7.92,294.3,294.3
419000004,MV SILVER TIDE,2026-08-20 13:25:00+00:00,-18.377571,147.755552,7.74,296.9,296.9
419000004,MV SILVER TIDE,2026-08-20 13:30:00+00:00,-18.374999,147.743471,8.75,295.5,295.5
419000004,MV SILVER TIDE,2026-08-20 13:35:00+00:00,-18.37076,147.733036,7.88,294.1,294.1
419000004,MV SILVER TIDE,2026-08-20 15:10:00+00:00,-18.287704,147.53071,7.61,290.7,290.7
419000004,MV SILVER TIDE,2026-08-20 15:15:00+00:00,-18.287872,147.522026,21.0,70.39999999999998,70.39999999999998
419000004,MV SILVER TIDE,2026-08-20 15:20:00+00:00,-18.278944,147.512533,7.97,290.1,290.1
419000004,MV SILVER TIDE,2026-08-20 15:25:00+00:00,-18.27476,147.500984,8.28,290.4,290.4
419000004,MV SILVER TIDE,2026-08-20 15:30:00+00:00,-18.272213,147.492775,8.35,293.1,293.1
419000010,MV HARBOUR LINK,2026-08-20 09:00:00+00:00,-17.794,147.794594,8.89,107.9,107.9
419000010,MV HARBOUR LINK,2026-08-20 09:06:00+00:00,-17.796276,147.800475,8.99,107.5,107.5
419000010,MV HARBOUR LINK,2026-08-20 09:12:00+00:00,-17.795845,147.805995,8.75,101.7,101.7
419000010,MV HARBOUR LINK,2026-08-20 09:18:00+00:00,-17.798525,147.81136,9.88,109.4,109.4
419000010,MV HARBOUR LINK,2026-08-20 09:24:00+00:00,-17.800379,147.812601,9.53,109.8,109.8
419000010,MV HARBOUR LINK,2026-08-20 09:30:00+00:00,-17.799647,147.818814,9.58,109.3,109.3
419000010,MV HARBOUR LINK,2026-08-20 09:36:00+00:00,-17.800896,147.825115,8.38,103.6,103.6
419000010,MV HARBOUR LINK,2026-08-20 09:42:00+00:00,-17.802151,147.830547,8.57,105.4,105.4
419000010,MV HARBOUR LINK,2026-08-20 09:48:00+00:00,-17.804935,147.835078,9.76,113.9,113.9
419000010,MV HARBOUR LINK,2026-08-20 09:54:00+00:00,-17.807133,147.83739,9.35,108.5,108.5
419000010,MV HARBOUR LINK,2026-08-20 10:00:00+00:00,-17.809565,147.846447,10.07,113.9,113.9
419000010,MV HARBOUR LINK,2026-08-20 10:06:00+00:00,-17.810997,147.849651,9.72,110.4,110.4
419000010,MV HARBOUR LINK,2026-08-20 10:12:00+00:00,-17.809611,147.854234,9.82,110.7,110.7
419000010,MV HARBOUR LINK,2026-08-20 10:18:00+00:00,-17.812404,147.855704,9.22,108.8,108.8
419000010,MV HARBOUR LINK,2026-08-20 10:24:00+00:00,-17.816161,147.865502,10.18,113.7,113.7
419000010,MV HARBOUR LINK,2026-08-20 10:30:00+00:00,-17.815638,147.869927,9.6,108.5,108.5
419000010,MV HARBOUR LINK,2026-08-20 10:36:00+00:00,-17.819027,147.873471,8.85,108.7,108.7
419000010,MV HARBOUR LINK,2026-08-20 10:42:00+00:00,-17.819172,147.87769,9.95,113.9,113.9
419000010,MV HARBOUR LINK,2026-08-20 10:48:00+00:00,-17.820647,147.883049,9.4,108.6,108.6
419000010,MV HARBOUR LINK,2026-08-20 10:54:00+00:00,-17.82369,147.887377,8.87,106.3,106.3
419000010,MV HARBOUR LINK,2026-08-20 11:00:00+00:00,-17.823087,147.893038,9.44,103.1,103.1
419000010,MV HARBOUR LINK,2026-08-20 11:06:00+00:00,-17.823989,147.898877,9.52,111.6,111.6
419000010,MV HARBOUR LINK,2026-08-20 11:12:00+00:00,-17.828046,147.900738,9.69,109.5,109.5
419000010,MV HARBOUR LINK,2026-08-20 11:18:00+00:00,-17.826712,147.908722,8.88,108.1,108.1
419000010,MV HARBOUR LINK,2026-08-20 11:24:00+00:00,-17.830451,147.912366,9.21,107.9,107.9
419000010,MV HARBOUR LINK,2026-08-20 11:30:00+00:00,-17.831234,147.916239,9.66,106.6,106.6
419000010,MV HARBOUR LINK,2026-08-20 11:36:00+00:00,-17.833682,147.922192,8.93,109.3,109.3
419000010,MV HARBOUR LINK,2026-08-20 11:42:00+00:00,-17.835348,147.928775,8.44,105.0,105.0
419000010,MV HARBOUR LINK,2026-08-20 11:48:00+00:00,-17.838781,147.931675,9.44,108.6,108.6
419000010,MV HARBOUR LINK,2026-08-20 11:54:00+00:00,-17.836167,147.932744,10.28,109.7,109.7
419000011,MV DELTA VOYAGER,2026-08-20 12:00:00+00:00,-18.834153,147.652154,11.55,38.4,38.4
419000011,MV DELTA VOYAGER,2026-08-20 12:06:00+00:00,-18.828388,147.658968,11.83,46.1,46.1
419000011,MV DELTA VOYAGER,2026-08-20 12:12:00+00:00,-18.820683,147.661228,11.95,45.9,45.9
419000011,MV DELTA VOYAGER,2026-08-20 12:18:00+00:00,-18.818412,147.665938,12.43,50.2,50.2
419000011,MV DELTA VOYAGER,2026-08-20 12:24:00+00:00,-18.814871,147.671039,11.76,39.6,39.6
419000011,MV DELTA VOYAGER,2026-08-20 12:30:00+00:00,-18.808002,147.673945,12.01,41.5,41.5
419000011,MV DELTA VOYAGER,2026-08-20 12:36:00+00:00,-18.8041,147.678747,12.33,34.8,34.8
419000011,MV DELTA VOYAGER,2026-08-20 12:42:00+00:00,-18.801211,147.68033,12.04,40.5,40.5
419000011,MV DELTA VOYAGER,2026-08-20 12:48:00+00:00,-18.796142,147.687807,11.8,36.6,36.6
419000011,MV DELTA VOYAGER,2026-08-20 12:54:00+00:00,-18.791316,147.690799,11.5,41.5,41.5
419000011,MV DELTA VOYAGER,2026-08-20 13:00:00+00:00,-18.784863,147.695196,11.02,35.0,35.0
419000011,MV DELTA VOYAGER,2026-08-20 13:06:00+00:00,-18.781184,147.699033,11.99,40.3,40.3
419000011,MV DELTA VOYAGER,2026-08-20 13:12:00+00:00,-18.776184,147.704937,11.41,37.3,37.3
419000011,MV DELTA VOYAGER,2026-08-20 13:18:00+00:00,-18.773295,147.708241,11.78,44.4,44.4
419000011,MV DELTA VOYAGER,2026-08-20 13:24:00+00:00,-18.770528,147.709646,11.72,38.1,38.1
419000011,MV DELTA VOYAGER,2026-08-20 13:30:00+00:00,-18.76301,147.716367,12.52,39.7,39.7
419000011,MV DELTA VOYAGER,2026-08-20 13:36:00+00:00,-18.758696,147.719326,11.23,42.1,42.1
419000011,MV DELTA VOYAGER,2026-08-20 13:42:00+00:00,-18.752572,147.72494,12.79,40.2,40.2
419000011,MV DELTA VOYAGER,2026-08-20 13:48:00+00:00,-18.749267,147.731967,11.36,40.0,40.0
419000011,MV DELTA VOYAGER,2026-08-20 13:54:00+00:00,-18.74365,147.731745,12.2,38.4,38.4
419000011,MV DELTA VOYAGER,2026-08-20 14:00:00+00:00,-18.738314,147.736633,12.58,43.6,43.6
419000011,MV DELTA VOYAGER,2026-08-20 14:06:00+00:00,-18.732441,147.742513,11.06,44.7,44.7
419000011,MV DELTA VOYAGER,2026-08-20 14:12:00+00:00,-18.730143,147.744767,11.71,41.0,41.0
419000011,MV DELTA VOYAGER,2026-08-20 14:18:00+00:00,-18.725259,147.75292,12.21,40.1,40.1
419000011,MV DELTA VOYAGER,2026-08-20 14:24:00+00:00,-18.720671,147.754591,12.22,40.7,40.7
419000011,MV DELTA VOYAGER,2026-08-20 14:30:00+00:00,-18.714098,147.761068,12.29,41.6,41.6
419000011,MV DELTA VOYAGER,2026-08-20 14:36:00+00:00,-18.712562,147.76284,12.43,43.5,43.5
419000011,MV DELTA VOYAGER,2026-08-20 14:42:00+00:00,-18.706036,147.768467,12.6,42.1,42.1
419000011,MV DELTA VOYAGER,2026-08-20 14:48:00+00:00,-18.701253,147.770941,10.53,41.7,41.7
419000011,MV DELTA VOYAGER,2026-08-20 14:54:00+00:00,-18.696448,147.770499,12.23,35.5,35.5
419000012,MV OCEAN PIONEER,2026-08-20 11:00:00+00:00,-18.217002,148.171405,14.19,140.5,140.5
419000012,MV OCEAN PIONEER,2026-08-20 11:06:00+00:00,-18.222361,148.179498,13.7,142.6,142.6
419000012,MV OCEAN PIONEER,2026-08-20 11:12:00+00:00,-18.223565,148.179765,13.45,139.6,139.6
419000012,MV OCEAN PIONEER,2026-08-20 11:18:00+00:00,-18.229861,148.180905,13.13,141.8,141.8
419000012,MV OCEAN PIONEER,2026-08-20 11:24:00+00:00,-18.232613,148.186153,13.45,141.8,141.8
419000012,MV OCEAN PIONEER,2026-08-20 11:30:00+00:00,-18.237618,148.190241,12.98,139.6,139.6
419000012,MV OCEAN PIONEER,2026-08-20 11:36:00+00:00,-18.240476,148.192044,13.72,138.4,138.4
419000012,MV OCEAN PIONEER,2026-08-20 11:42:00+00:00,-18.2454,148.193719,13.87,143.3,143.3
419000012,MV OCEAN PIONEER,2026-08-20 11:48:00+00:00,-18.249575,148.20005,13.67,138.4,138.4
